1	411	309
2	46	141
3	-270	-422
4	-233	418
5	-158	-32
6	-100	-485
7	114	-432
8	380	254
9	51	-55
10	-423	214
11	61	-266
12	-445	-395
13	-183	17
14	226	280
15	486	144
16	284	-402
17	-280	392
18	492	-39
19	430	-424
20	172	240
21	114	463
22	-268	68
23	-401	-336
24	-133	-63
25	-58	356
26	-339	-345
27	-455	233
28	53	426
29	196	418
30	-75	-193
31	-439	174
32	-459	-359
33	-301	-354
34	240	-174
35	-347	-495
36	53	-251
37	-245	67
38	388	-108
39	-439	366
40	135	-163
41	283	198
42	83	443
43	-147	-196
44	-401	-326
45	-500	-149
46	325	-422
47	44	431
48	-234	-184
49	-60	247
50	-13	82
51	-489	-64
52	-271	-199
53	332	476
54	437	-292
55	264	394
56	-144	50
57	-422	112
58	-292	-440
59	432	-25
60	176	-428
61	56	-138
62	-223	-359
63	153	441
64	-390	-99
65	-213	-165
66	-164	423
67	180	50
68	-455	-476
69	397	-150
70	-146	-181
71	340	-219
72	-272	-360
73	243	201
74	-424	415
75	489	50
76	-207	386
77	-360	-310
78	-119	-372
79	399	-258
80	-185	14
81	264	443
82	-4	433
83	204	-423
84	-363	246
85	182	-26
86	256	187
87	486	334
88	468	175
89	447	-270
90	-98	232
91	-398	414
92	409	-422
93	-292	-32
94	38	-246
95	-338	181
96	-387	-292
97	148	-434
98	387	-486
99	-40	-212
100	396	334
101	-97	-137
102	-102	-414
103	-236	-291
104	-410	-274
105	-500	121
106	7	-342
107	410	-6
108	-383	349
109	468	23
110	360	429
111	-346	-81
112	261	271
113	125	93
114	32	-279
115	350	499
116	7	358
117	-8	-306
118	213	450
119	-233	339
120	94	102
121	-229	265
122	386	159
123	-79	263
124	425	170
125	-192	-353
126	-170	339
127	-313	427
128	39	30
129	-364	142
130	363	-3
131	-280	-161
132	141	-76
133	329	34
134	272	97
135	224	431
136	308	79
137	5	-25
138	408	-147
139	-25	4
140	-296	251
141	368	256
142	-159	365
143	369	-279
144	18	283
145	-198	-309
146	222	103
147	-364	-217
148	31	-160
149	10	451
150	21	-105
151	-307	-423
152	-489	241
153	464	461
154	-151	-323
155	476	81
156	278	-234
157	-67	-269
158	192	-30
159	-324	129
160	-241	292
161	-275	484
162	86	-313
163	340	-221
164	164	-348
165	-420	137
166	345	-362
167	-200	-390
168	79	68
169	326	394
170	-340	-9
171	160	366
172	301	-68
173	-427	111
174	-444	-28
175	-352	-244
176	-387	-406
177	-41	351
178	78	53
179	366	-340
180	53	-289
181	-203	-19
182	470	468
183	-232	-327
184	109	-385
185	-483	374
186	-335	-262
187	131	-188
188	178	397
189	-495	-100
190	13	-159
191	461	321
192	493	461
193	271	-106
194	-277	-448
195	-148	265
196	-231	32
197	-361	-434
198	100	-349
199	421	-10
200	489	140
201	-353	161
202	97	-248
203	-442	-318
204	-192	-151
205	466	227
206	-182	-366
207	51	-447
208	494	-331
209	-356	-200
210	-40	194
211	229	-254
212	-430	-328
213	64	-364
214	-262	-199
215	110	330
216	130	169
217	75	212
218	60	215
219	439	-215
220	-356	-289
221	102	219
222	331	295
223	491	-277
224	345	-39
225	-488	-474
226	363	105
227	-399	335
228	341	-345
229	-286	-136
230	137	423
231	-139	236
232	-31	-337
233	73	143
234	-399	-336
235	143	239
236	-63	-391
237	279	-140
238	89	352
239	-317	183
240	-42	-182
241	290	151
242	-84	-466
243	64	273
244	156	277
245	-325	-383
246	385	372
247	457	-132
248	-267	157
249	-103	-200
250	-127	291
251	-433	-58
252	-347	205
253	380	367
254	36	-243
255	364	-403
256	-196	-7
257	306	219
258	-292	81
259	-150	-120
260	183	34
261	-211	191
262	-255	-374
263	-182	394
264	-361	-147
265	-214	-111
266	-28	-128
267	-491	406
268	320	132
269	164	-117
270	219	277
271	103	406
272	148	-260
273	408	-101
274	-461	-303
275	-209	322
276	-459	-307
277	-425	43
278	-415	279
279	160	-473
280	-74	-243
281	126	345
282	96	-162
283	299	-387
284	259	-474
285	145	-56
286	-369	-431
287	-469	-103
288	-259	-253
289	124	357
290	312	-8
291	247	241
292	-321	-241
293	-232	324
294	-14	-452
295	67	-174
296	163	310
297	-411	265
298	-376	-330
299	-369	-67
300	-258	26
